ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0032526	response to retinoic acid	3/47	107/18614	0.00249178264045239	0.0117933729670984	0.0058231267733469	PDGFA/FGFR2/WNT5A	3
BP	GO:1901655	cellular response to ketone	3/47	107/18614	0.00249178264045239	0.0117933729670984	0.0058231267733469	IGF1R/MSTN/TNFSF4	3
BP	GO:0014013	regulation of gliogenesis	3/47	108/18614	0.00255846924660194	0.0120831756529281	0.0059662205077307	PTN/MDK/VEGFC	3
BP	GO:0002825	regulation of T-helper 1 type immune response	2/47	30/18614	0.00259486899885804	0.0121258118828493	0.00598727268446258	IL1R1/TNFSF4	2
BP	GO:0007176	regulation of epidermal growth factor-activated receptor activity	2/47	30/18614	0.00259486899885804	0.0121258118828493	0.00598727268446258	EREG/HBEGF	2
BP	GO:0034698	response to gonadotropin	2/47	30/18614	0.00259486899885804	0.0121258118828493	0.00598727268446258	INHBA/TGFBR3	2
BP	GO:0060045	positive regulation of cardiac muscle cell proliferation	2/47	30/18614	0.00259486899885804	0.0121258118828493	0.00598727268446258	FGFR2/TGFBR3	2
BP	GO:0060603	mammary gland duct morphogenesis	2/47	30/18614	0.00259486899885804	0.0121258118828493	0.00598727268446258	FGFR2/WNT5A	2
BP	GO:0032147	activation of protein kinase activity	3/47	109/18614	0.00262625254444882	0.0121609182437617	0.00600460689331992	WNT5A/ADRB2/NTF3	3
BP	GO:0042116	macrophage activation	3/47	109/18614	0.00262625254444882	0.0121609182437617	0.00600460689331992	WNT5A/CX3CL1/TLR1	3
BP	GO:0060840	artery development	3/47	109/18614	0.00262625254444882	0.0121609182437617	0.00600460689331992	MDK/PLXND1/BMP4	3
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	3/47	109/18614	0.00262625254444882	0.0121609182437617	0.00600460689331992	WNT5A/TLR1/CD14	3
BP	GO:0048705	skeletal system morphogenesis	4/47	229/18614	0.00262983288431687	0.0121609182437617	0.00600460689331992	BMP1/FGFR2/BMP4/FGFR3	4
BP	GO:2001233	regulation of apoptotic signaling pathway	5/47	381/18614	0.0026501982818863	0.0122295608216212	0.00603850003263128	INHBA/CX3CL1/BMP4/ACKR3/HMOX1	5
BP	GO:0009408	response to heat	3/47	110/18614	0.00269513863651743	0.0124110854051686	0.00612813008719031	CD14/MSTN/HMOX1	3
BP	GO:0042326	negative regulation of phosphorylation	5/47	383/18614	0.00271069454934888	0.0124568224622568	0.00615071333647846	INHBA/SLIT2/BMP4/MSTN/NTF3	5
BP	GO:0002697	regulation of immune effector process	5/47	384/18614	0.00274131684795829	0.0124932083223321	0.00616867931419889	IL1R1/WNT5A/CD40LG/TNFSF4/HMOX1	5
BP	GO:0001958	endochondral ossification	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	BMP4/FGFR3	2
BP	GO:0003309	type B pancreatic cell differentiation	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	WNT5A/BMP4	2
BP	GO:0032148	activation of protein kinase B activity	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	WNT5A/NTF3	2
BP	GO:0036075	replacement ossification	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	BMP4/FGFR3	2
BP	GO:0061311	cell surface receptor signaling pathway involved in heart development	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	WNT5A/BMP4	2
BP	GO:0061437	renal system vasculature development	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	TEK/BMP4	2
BP	GO:0061440	kidney vasculature development	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	TEK/BMP4	2
BP	GO:0070570	regulation of neuron projection regeneration	2/47	31/18614	0.00276937484707225	0.0124932083223321	0.00616867931419889	PTN/IGF1R	2
BP	GO:2001234	negative regulation of apoptotic signaling pathway	4/47	233/18614	0.00279911373353343	0.0126017010564564	0.00622224897120505	CX3CL1/BMP4/ACKR3/HMOX1	4
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	3/47	112/18614	0.00283624329616413	0.0127429592312445	0.00629199697814568	PDGFA/TEK/IGF1R	3
BP	GO:0060560	developmental growth involved in morphogenesis	4/47	234/18614	0.00284257529551367	0.012745555221787	0.0062932787812459	FGFR2/SLIT2/WNT5A/BMP4	4
BP	GO:0002062	chondrocyte differentiation	3/47	113/18614	0.00290847375251708	0.0130146855794451	0.00642616529264273	MDK/BMP4/FGFR3	3
BP	GO:0031069	hair follicle morphogenesis	2/47	32/18614	0.00294926089317183	0.0130391474618276	0.00643824365585783	FGF7/FGFR2	2
BP	GO:0034694	response to prostaglandin	2/47	32/18614	0.00294926089317183	0.0130391474618276	0.00643824365585783	TGFBR3/TNFSF4	2
BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	2/47	32/18614	0.00294926089317183	0.0130391474618276	0.00643824365585783	TEK/FGFR3	2
BP	GO:0061384	heart trabecula morphogenesis	2/47	32/18614	0.00294926089317183	0.0130391474618276	0.00643824365585783	TEK/TGFBR3	2
BP	GO:0098868	bone growth	2/47	32/18614	0.00294926089317183	0.0130391474618276	0.00643824365585783	FGFR2/FGFR3	2
BP	GO:0140058	neuron projection arborization	2/47	32/18614	0.00294926089317183	0.0130391474618276	0.00643824365585783	PTN/WNT5A	2
BP	GO:0021761	limbic system development	3/47	115/18614	0.00305632017068766	0.0134855561316199	0.00665866357170158	FGFR2/MDK/IGF1R	3
BP	GO:0021772	olfactory bulb development	2/47	33/18614	0.00313450003262612	0.0137756301037041	0.00680189125709804	SLIT2/WNT5A	2
BP	GO:1990776	response to angiotensin	2/47	33/18614	0.00313450003262612	0.0137756301037041	0.00680189125709804	INHBA/IGF1R	2
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	5/47	398/18614	0.0031969368439578	0.0140222081373595	0.00692364227383462	INHBA/WNT5A/TGFBR3/BMP4/MSTN	5
BP	GO:0043406	positive regulation of MAP kinase activity	3/47	117/18614	0.00320871887499512	0.0140460717551664	0.00693542523636348	PDGFA/WNT5A/NTF3	3
BP	GO:0048738	cardiac muscle tissue development	4/47	243/18614	0.00325478586725271	0.0142196266192599	0.00702112014133824	FGFR2/WNT5A/TGFBR3/BMP4	4
BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	3/47	118/18614	0.00328663945811565	0.0143305244089098	0.0070758773248698	FGFR2/WNT5A/BMP4	3
BP	GO:0051450	myoblast proliferation	2/47	34/18614	0.0033250652584188	0.0143567632502878	0.00708883308401997	FGF7/MSTN	2
BP	GO:0060914	heart formation	2/47	34/18614	0.0033250652584188	0.0143567632502878	0.00708883308401997	WNT5A/BMP4	2
BP	GO:0090022	regulation of neutrophil chemotaxis	2/47	34/18614	0.0033250652584188	0.0143567632502878	0.00708883308401997	SLIT2/MDK	2
BP	GO:0110110	positive regulation of animal organ morphogenesis	2/47	34/18614	0.0033250652584188	0.0143567632502878	0.00708883308401997	WNT5A/BMP4	2
BP	GO:1902624	positive regulation of neutrophil migration	2/47	34/18614	0.0033250652584188	0.0143567632502878	0.00708883308401997	IL1R1/MDK	2
BP	GO:0032355	response to estradiol	3/47	120/18614	0.00344595079930933	0.0148497685223155	0.00733226066041858	PDGFA/IGF1R/PENK	3
BP	GO:0021988	olfactory lobe development	2/47	35/18614	0.003520929660745	0.0150557127385138	0.0074339482168544	SLIT2/WNT5A	2
BP	GO:0031128	developmental induction	2/47	35/18614	0.003520929660745	0.0150557127385138	0.0074339482168544	WNT5A/BMP4	2
BP	GO:0032633	interleukin-4 production	2/47	35/18614	0.003520929660745	0.0150557127385138	0.0074339482168544	CD40LG/TNFSF4	2
BP	GO:0032673	regulation of interleukin-4 production	2/47	35/18614	0.003520929660745	0.0150557127385138	0.0074339482168544	CD40LG/TNFSF4	2
BP	GO:0001569	branching involved in blood vessel morphogenesis	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	MDK/PLXND1	2
BP	GO:0002068	glandular epithelial cell development	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	WNT5A/BMP4	2
BP	GO:0010737	protein kinase A signaling	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	GAL/ADRB2	2
BP	GO:0043243	positive regulation of protein-containing complex disassembly	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	ADRB2/IGF1R	2
BP	GO:0045589	regulation of regulatory T cell differentiation	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	MDK/TNFSF4	2
BP	GO:0048730	epidermis morphogenesis	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	FGF7/FGFR2	2
BP	GO:0090218	positive regulation of lipid kinase activity	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	TEK/FGFR3	2
BP	GO:1905332	positive regulation of morphogenesis of an epithelium	2/47	36/18614	0.00372206642670939	0.01567372078928	0.00773909749319803	MDK/BMP4	2
BP	GO:0007613	memory	3/47	124/18614	0.00377860557119818	0.0158816154463074	0.00784174810441409	PTN/MDK/NTF3	3
BP	GO:1903706	regulation of hemopoiesis	5/47	415/18614	0.00382110438641981	0.0160298223786361	0.00791492714810642	PTN/INHBA/MDK/BMP4/TNFSF4	5
BP	GO:0010811	positive regulation of cell-substrate adhesion	3/47	125/18614	0.00386472345868998	0.0161821596616225	0.00799014560457445	TEK/MDK/CX3CL1	3
BP	GO:0006898	receptor-mediated endocytosis	4/47	256/18614	0.00391975122139596	0.0163255425528246	0.00806094271706534	ADRB2/CD14/ACKR3/NTF3	4
BP	GO:0003230	cardiac atrium development	2/47	37/18614	0.00392844884002506	0.0163255425528246	0.00806094271706534	WNT5A/IGF1R	2
BP	GO:0035883	enteroendocrine cell differentiation	2/47	37/18614	0.00392844884002506	0.0163255425528246	0.00806094271706534	WNT5A/BMP4	2
BP	GO:0055023	positive regulation of cardiac muscle tissue growth	2/47	37/18614	0.00392844884002506	0.0163255425528246	0.00806094271706534	FGFR2/TGFBR3	2
BP	GO:0014706	striated muscle tissue development	4/47	259/18614	0.00408535163122456	0.0169457937512405	0.00836719957587684	FGFR2/WNT5A/TGFBR3/BMP4	4
BP	GO:0001662	behavioral fear response	2/47	38/18614	0.00414005028071327	0.0169818729107035	0.00838501411629842	MDK/PENK	2
BP	GO:0002369	T cell cytokine production	2/47	38/18614	0.00414005028071327	0.0169818729107035	0.00838501411629842	IL1R1/TNFSF4	2
BP	GO:0002724	regulation of T cell cytokine production	2/47	38/18614	0.00414005028071327	0.0169818729107035	0.00838501411629842	IL1R1/TNFSF4	2
BP	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	2/47	38/18614	0.00414005028071327	0.0169818729107035	0.00838501411629842	EREG/HBEGF	2
BP	GO:0048846	axon extension involved in axon guidance	2/47	38/18614	0.00414005028071327	0.0169818729107035	0.00838501411629842	SLIT2/WNT5A	2
BP	GO:1902284	neuron projection extension involved in neuron projection guidance	2/47	38/18614	0.00414005028071327	0.0169818729107035	0.00838501411629842	SLIT2/WNT5A	2
BP	GO:0031668	cellular response to extracellular stimulus	4/47	261/18614	0.00419835247085014	0.0171891880276027	0.00848737857226052	IGF1R/HMOX1/VCAM1/PENK	4
BP	GO:0048706	embryonic skeletal system development	3/47	129/18614	0.00422116553841734	0.0172507041837535	0.00851775295089457	FGFR2/WNT5A/BMP4	3
BP	GO:0007409	axonogenesis	5/47	427/18614	0.0043115288012455	0.0175623994432755	0.0086716564198946	FGFR2/SLIT2/WNT5A/PLXND1/IGF1R	5
BP	GO:0030218	erythrocyte differentiation	3/47	130/18614	0.00431329358787443	0.0175623994432755	0.0086716564198946	INHBA/TGFBR3/BMP4	3
BP	GO:0002209	behavioral defense response	2/47	39/18614	0.00435684422480409	0.0175781602148289	0.00867943849980147	MDK/PENK	2
BP	GO:0032350	regulation of hormone metabolic process	2/47	39/18614	0.00435684422480409	0.0175781602148289	0.00867943849980147	GAL/IGF1R	2
BP	GO:0044060	regulation of endocrine process	2/47	39/18614	0.00435684422480409	0.0175781602148289	0.00867943849980147	INHBA/GAL	2
BP	GO:0045066	regulatory T cell differentiation	2/47	39/18614	0.00435684422480409	0.0175781602148289	0.00867943849980147	MDK/TNFSF4	2
BP	GO:0070232	regulation of T cell apoptotic process	2/47	39/18614	0.00435684422480409	0.0175781602148289	0.00867943849980147	WNT5A/BMP4	2
BP	GO:0050868	negative regulation of T cell activation	3/47	131/18614	0.00440663840643311	0.0177467346731806	0.00876267426657225	MDK/BMP4/TNFSF4	3
BP	GO:0003018	vascular process in circulatory system	4/47	265/18614	0.00443067828171969	0.017811165869345	0.00879448798301033	TEK/SLIT2/ADRB2/NPR3	4
BP	GO:0002699	positive regulation of immune effector process	4/47	267/18614	0.00455003976514662	0.0182578588402169	0.00901504827610094	IL1R1/WNT5A/TNFSF4/HMOX1	4
BP	GO:1901186	positive regulation of ERBB signaling pathway	2/47	40/18614	0.00457880424403781	0.0183400567821768	0.00905563454754979	EREG/HBEGF	2
BP	GO:0002702	positive regulation of production of molecular mediator of immune response	3/47	134/18614	0.00469402098116225	0.0187337954473413	0.00925004798374127	IL1R1/WNT5A/TNFSF4	3
BP	GO:0048565	digestive tract development	3/47	134/18614	0.00469402098116225	0.0187337954473413	0.00925004798374127	FGFR2/WNT5A/BMP4	3
BP	GO:0042476	odontogenesis	3/47	135/18614	0.00479228009868269	0.0190430722224175	0.00940275729551709	INHBA/FGFR2/BMP4	3
BP	GO:0002691	regulation of cellular extravasation	2/47	41/18614	0.00480590400556723	0.0190430722224175	0.00940275729551709	IL1R1/MDK	2
BP	GO:0032965	regulation of collagen biosynthetic process	2/47	41/18614	0.00480590400556723	0.0190430722224175	0.00940275729551709	INHBA/BMP4	2
BP	GO:0060421	positive regulation of heart growth	2/47	41/18614	0.00480590400556723	0.0190430722224175	0.00940275729551709	FGFR2/TGFBR3	2
BP	GO:0030879	mammary gland development	3/47	136/18614	0.0048917793157379	0.0193487342577847	0.00955368178393173	FGFR2/WNT5A/BMP4	3
BP	GO:0035270	endocrine system development	3/47	137/18614	0.00499252313094799	0.0196468833745227	0.00970089667393563	MDK/WNT5A/BMP4	3
BP	GO:0010453	regulation of cell fate commitment	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	WNT5A/BMP4	2
BP	GO:0010591	regulation of lamellipodium assembly	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	SLIT2/MSTN	2
BP	GO:0014912	negative regulation of smooth muscle cell migration	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	SLIT2/BMP4	2
BP	GO:0021983	pituitary gland development	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	WNT5A/BMP4	2
BP	GO:0032733	positive regulation of interleukin-10 production	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	CD40LG/TNFSF4	2
BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	TEK/FGFR3	2
BP	GO:1904037	positive regulation of epithelial cell apoptotic process	2/47	42/18614	0.00503811727166089	0.0196468833745227	0.00970089667393563	CD40LG/HMOX1	2
BP	GO:0072175	epithelial tube formation	3/47	138/18614	0.00509451598780113	0.0198319031862557	0.00979225254153246	FGFR2/WNT5A/BMP4	3
BP	GO:0042113	B cell activation	4/47	276/18614	0.00511411271697386	0.0198732625756089	0.00981267426211604	INHBA/CD40LG/TNFSF4/VCAM1	4
BP	GO:0034341	response to type II interferon	3/47	139/18614	0.00519776227494682	0.0201629482294347	0.00995571021047055	IFITM1/WNT5A/CX3CL1	3
BP	GO:0021879	forebrain neuron differentiation	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	INHBA/FGFR2	2
BP	GO:0031670	cellular response to nutrient	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	HMOX1/PENK	2
BP	GO:0031952	regulation of protein autophosphorylation	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	PDGFA/VEGFC	2
BP	GO:0032689	negative regulation of type II interferon production	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	INHBA/TNFSF4	2
BP	GO:0033574	response to testosterone	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	IGF1R/MSTN	2
BP	GO:0045687	positive regulation of glial cell differentiation	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	PTN/MDK	2
BP	GO:0048713	regulation of oligodendrocyte differentiation	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	PTN/MDK	2
BP	GO:0071548	response to dexamethasone	2/47	43/18614	0.00527541789940701	0.0201814346238109	0.00996483810105241	IGF1R/MSTN	2
BP	GO:0042596	fear response	2/47	44/18614	0.00551777984041827	0.0210359420766376	0.0103867619425574	MDK/PENK	2
BP	GO:0051602	response to electrical stimulus	2/47	44/18614	0.00551777984041827	0.0210359420766376	0.0103867619425574	CD14/MSTN	2
BP	GO:0008584	male gonad development	3/47	144/18614	0.005732944965815	0.0217174615072972	0.0107232707644442	PDGFA/INHBA/WNT5A	3
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	3/47	144/18614	0.005732944965815	0.0217174615072972	0.0107232707644442	PDGFA/TEK/IGF1R	3
BP	GO:0048483	autonomic nervous system development	2/47	45/18614	0.00576517714053759	0.0217174615072972	0.0107232707644442	ACKR3/VCAM1	2
BP	GO:0048701	embryonic cranial skeleton morphogenesis	2/47	45/18614	0.00576517714053759	0.0217174615072972	0.0107232707644442	FGFR2/BMP4	2
BP	GO:0061098	positive regulation of protein tyrosine kinase activity	2/47	45/18614	0.00576517714053759	0.0217174615072972	0.0107232707644442	EREG/HBEGF	2
BP	GO:0062208	positive regulation of pattern recognition receptor signaling pathway	2/47	45/18614	0.00576517714053759	0.0217174615072972	0.0107232707644442	TLR1/CD14	2
BP	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	2/47	45/18614	0.00576517714053759	0.0217174615072972	0.0107232707644442	BMP4/HMOX1	2
BP	GO:0016064	immunoglobulin mediated immune response	3/47	145/18614	0.00584380096206511	0.0218648971806997	0.0107960689893059	C5/CD40LG/TNFSF4	3
BP	GO:0046546	development of primary male sexual characteristics	3/47	145/18614	0.00584380096206511	0.0218648971806997	0.0107960689893059	PDGFA/INHBA/WNT5A	3
BP	GO:0050671	positive regulation of lymphocyte proliferation	3/47	145/18614	0.00584380096206511	0.0218648971806997	0.0107960689893059	CD40LG/TNFSF4/VCAM1	3
BP	GO:0051783	regulation of nuclear division	3/47	145/18614	0.00584380096206511	0.0218648971806997	0.0107960689893059	WNT5A/EREG/BMP4	3
BP	GO:0035107	appendage morphogenesis	3/47	146/18614	0.00595593959807158	0.0221721112768547	0.0109477598273266	FGFR2/WNT5A/BMP4	3
BP	GO:0035108	limb morphogenesis	3/47	146/18614	0.00595593959807158	0.0221721112768547	0.0109477598273266	FGFR2/WNT5A/BMP4	3
BP	GO:0055123	digestive system development	3/47	146/18614	0.00595593959807158	0.0221721112768547	0.0109477598273266	FGFR2/WNT5A/BMP4	3
BP	GO:0010712	regulation of collagen metabolic process	2/47	46/18614	0.00601758393954457	0.0222149140434854	0.0109688942336611	INHBA/BMP4	2
BP	GO:0042088	T-helper 1 type immune response	2/47	46/18614	0.00601758393954457	0.0222149140434854	0.0109688942336611	IL1R1/TNFSF4	2
BP	GO:0055010	ventricular cardiac muscle tissue morphogenesis	2/47	46/18614	0.00601758393954457	0.0222149140434854	0.0109688942336611	FGFR2/TGFBR3	2
BP	GO:2001222	regulation of neuron migration	2/47	46/18614	0.00601758393954457	0.0222149140434854	0.0109688942336611	MDK/CX3CL1	2
BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/47	46/18614	0.00601758393954457	0.0222149140434854	0.0109688942336611	INHBA/CX3CL1	2
BP	GO:0002831	regulation of response to biotic stimulus	5/47	463/18614	0.00605271785720294	0.0223074376933519	0.011014578953733	WNT5A/CX3CL1/EREG/TLR1/CD14	5
